Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2012-06-13,5.73,5.96,5.66,5.929,57237.8679846,335216.882308,5.85655780188
2012-06-12,5.595,5.74999,5.5,5.70003,78982.5965783,442662.493424,5.60455736581
2012-06-11,5.46829,5.59997,5.4324,5.57471,40263.9734047,221882.170396,5.51068738711
2012-06-10,5.55997,5.577,5.4267,5.46829,24397.2946773,134034.648881,5.4938324373
2012-06-09,5.6329,5.69999,5.46177,5.55997,37122.4802324,206719.450619,5.56857864358
2012-06-08,5.59087,5.66,5.5599,5.633,53841.1144857,302527.610247,5.6188957665
2012-06-07,5.46799,5.59357,5.41,5.591,48065.7996585,264420.397438,5.50121706738
2012-06-06,5.44607,5.49,5.38945,5.46001,40678.1532887,221376.207003,5.44214004583
2012-06-05,5.26588,5.5,5.22354,5.44001,83934.1462301,452286.002241,5.38858167451
2012-06-04,5.21999,5.2785,5.18001,5.26599,51239.5252402,268035.697743,5.2310339818
2012-06-03,5.24799,5.2543,5.2051,5.2051,12679.1254963,66238.3368112,5.22420389563
2012-06-02,5.27481,5.27488,5.2133,5.24898,15168.9753707,79520.988201,5.24234407781
2012-06-01,5.19957,5.279,5.18111,5.27481,44689.1206986,234080.45886,5.23797414675
2012-05-31,5.135,5.2,5.1121,5.18011,39476.5152249,203750.186372,5.16130122456
2012-05-30,5.14997,5.1725,5.1,5.135,39944.1845593,205489.476236,5.14441535114
2012-05-29,5.13999,5.15889,5.015,5.14997,61267.0580149,313167.674368,5.11151807375
2012-05-28,5.13,5.16,5.11,5.1358,27560.8058306,141508.49295,5.13441057639
2012-05-27,5.10302,5.148,5.10011,5.13896,15751.2058493,80709.3199319,5.12400896187
2012-05-26,5.11561,5.145,5.10011,5.10324,16592.6518142,84985.0463128,5.12184834977
2012-05-25,5.11904,5.15,5.102,5.14546,23075.7302527,118398.280095,5.13085734656
2012-05-24,5.13959,5.14889,5.0701,5.11904,28916.4601737,148029.402371,5.11920897237
2012-05-23,5.09857,5.165,5.06502,5.1397,52958.3454135,271619.6872,5.12893076775
2012-05-22,5.09966,5.115,5.04951,5.09877,46681.9001982,237263.343446,5.08255538952
2012-05-21,5.1,5.12999,5.0623,5.09977,33623.9565329,171340.694165,5.09579216228
2012-05-20,5.11817,5.15,5.0855,5.09002,18690.6066631,95644.0456765,5.11722532073
2012-05-19,5.1245,5.14291,5.07,5.0995,23155.2978023,118319.574586,5.10982737497
2012-05-18,5.09979,5.13,5.0615,5.11801,52580.5638115,268289.562528,5.10244742695
2012-05-17,5.08879,5.1,5.0515,5.0998,26622.3272767,135248.36008,5.08026059008
2012-05-16,5.03824,5.1345,5.0,5.0887,69369.5735008,351814.072816,5.07159054123
2012-05-15,5.02269,5.04,4.95123,5.035,44144.3827775,220957.657797,5.00534029234
2012-05-14,4.95089,5.036,4.9,5.00594,52846.545668,263695.584132,4.98983577448
2012-05-13,4.94976,4.99888,4.92,4.92996,14046.3057901,69673.158298,4.96024786438
2012-05-12,4.95001,4.9988,4.915,4.94619,20875.338759,103382.069237,4.95235408779
2012-05-11,4.85,5.0,4.801,4.96,63129.7878817,311100.91277,4.9279575175
2012-05-10,5.0597,5.125,4.80284,4.85,69983.5027369,347144.100113,4.96037046642
2012-05-09,5.04988,5.09609,5.0,5.0437,38921.3009233,196640.969351,5.05227124187
2012-05-08,5.08738,5.1,4.96,5.04997,68203.8163172,342801.149208,5.02612856169
2012-05-07,5.05,5.09569,4.97111,5.06002,46182.8390283,232779.552032,5.04039069338
2012-05-06,5.07739,5.099,5.01378,5.04991,19299.9112165,97474.4067336,5.0505106288
2012-05-05,5.06712,5.1198,5.02932,5.077,18841.2864819,95532.5176801,5.07038188565
2012-05-04,5.10926,5.15,5.067,5.067,43629.4937245,223210.229094,5.11603986293
2012-05-03,5.07359,5.184,5.02,5.13438,35421.068984,180427.183988,5.093781446
2012-05-02,5.0,5.1789,4.97,5.07367,95963.3094438,487937.821444,5.08462895112
2012-05-01,4.9491,5.0,4.91602,5.0,36680.8518619,181986.599898,4.9613515134
2012-04-30,4.9138,5.0,4.87003,4.9491,55767.5703229,275744.990164,4.94454014345
2012-04-29,4.9789,5.0184,4.88,4.90441,22226.5993376,109717.974236,4.93633652947
2012-04-28,5.1,5.10947,4.84634,4.9794,91591.4650334,453939.591554,4.95613419207
2012-04-27,5.09762,5.124,5.0321,5.10947,25868.3946234,131461.840599,5.08194816543
2012-04-26,5.13183,5.1749,4.99,5.09762,57360.7618197,291333.804528,5.07897376683
2012-04-25,5.09998,5.18,5.03575,5.13182,35642.7289607,182736.858174,5.12690423832
2012-04-24,4.95999,5.2,4.952,5.09822,70989.7039188,360126.601604,5.07294131013
2012-04-23,5.20406,5.21799,4.95999,4.95999,49367.9368394,252978.563162,5.12434951424
2012-04-22,5.26,5.32498,5.101,5.20352,37109.395426,192195.872744,5.17917014109
2012-04-21,5.39771,5.479,5.11,5.26008,60922.2590173,321118.728534,5.27095898467
2012-04-20,5.13755,5.48,5.10103,5.35,104068.947476,544263.477452,5.22983551436
2012-04-19,5.1176,5.19,5.1,5.13766,46675.1531576,240310.5562,5.1485756327
2012-04-18,4.97587,5.1782,4.96,5.1178,79130.2026113,401659.399433,5.07593038028
2012-04-17,4.95914,5.02207,4.925,4.97587,30645.7124874,151983.961416,4.95938743402
2012-04-16,4.969,4.979,4.90988,4.93201,31159.5152128,154236.34039,4.94989537985
2012-04-15,4.9597,4.98,4.86,4.96892,33343.9495685,163921.540505,4.91608050715
2012-04-14,4.93989,5.03,4.90001,4.9597,63887.7137391,317996.104667,4.97742188688
2012-04-13,4.89102,4.94464,4.73001,4.93999,93111.8559873,452385.872212,4.85852061926
2012-04-12,4.9277,4.946,4.84272,4.91968,46368.6778637,226872.242741,4.89279084919
2012-04-11,4.83641,4.98,4.79111,4.9279,67035.8297613,327827.08979,4.89032642629
2012-04-10,4.87178,4.9,4.76391,4.83668,53101.7747296,256671.367631,4.83357418726
2012-04-09,4.7899,4.87899,4.73155,4.87191,39243.6949832,187709.296742,4.78317082076
2012-04-08,4.68717,4.8,4.62,4.79252,41972.7725049,197917.316641,4.71537391574
2012-04-07,4.94991,4.95002,4.68715,4.68715,80945.7476422,388783.683153,4.80301553173
2012-04-06,4.9189,4.98,4.88001,4.94991,58211.4457044,287735.125691,4.94293041873
2012-04-05,4.92469,4.93495,4.87,4.919,33807.1837702,165880.198899,4.90665534362
2012-04-04,4.9496,4.97,4.89,4.91008,51040.8224114,251784.970455,4.93301162794
2012-04-03,4.974,4.99499,4.81,4.952,78481.2060247,384710.326892,4.90194208752
2012-04-02,4.78207,5.08,4.76,4.974,80663.980696,398480.614237,4.94000681344
2012-04-01,4.88002,4.92,4.73,4.827,35950.6030104,172377.671968,4.79484786161
2012-03-31,4.848,4.95,4.82011,4.90873,35529.0926799,173670.931888,4.8881330422
2012-03-30,4.8084,4.88,4.71699,4.86,39071.843896,187496.448837,4.79876120862
2012-03-29,4.76102,4.86092,4.71001,4.80838,37974.7620647,180963.568403,4.76536411458
2012-03-28,4.824,4.8365,4.72102,4.788,38017.115539,182050.500529,4.78864579672
2012-03-27,4.625,4.84592,4.49,4.81125,73431.7581573,342922.077963,4.66994235965
2012-03-26,4.55001,4.73793,4.51588,4.61911,69838.0716346,324896.275861,4.65213698283
2012-03-25,4.676,4.68294,4.3,4.55001,71556.2578632,322035.225153,4.50044810572
2012-03-24,4.68607,4.72899,4.59595,4.676,39068.5927804,181738.160907,4.65177135835
2012-03-23,4.73593,4.79,4.6,4.68596,54129.9376225,254329.718305,4.69850381279
2012-03-22,4.79439,4.88,4.59768,4.7043,58069.9165717,276226.8982,4.75679860602
2012-03-21,4.83692,4.87,4.75,4.81488,46436.8848754,223605.574008,4.81525784099
2012-03-20,4.67216,4.89999,4.58778,4.8379,66343.852633,318065.308769,4.79419412872
2012-03-19,5.2553,5.3099,4.5,4.6939,188889.067172,922722.007006,4.8849942499
2012-03-18,5.216,5.34,5.211,5.27943,22857.0126016,120310.252725,5.26360355232
2012-03-17,5.34388,5.3998,5.21212,5.2159,39100.2303831,207915.564379,5.3175022843
2012-03-16,5.3479,5.4,5.3,5.34388,32718.7856254,174983.159339,5.34809455774
2012-03-15,5.39298,5.445,5.25501,5.32656,41077.6107155,219063.808129,5.33292478101
2012-03-14,5.27185,5.45,5.25173,5.38,62889.7241906,337721.848587,5.37006407538
2012-03-13,4.89006,5.41,4.86511,5.27,127325.053651,656673.853748,5.15745986292
2012-03-12,4.90891,4.95,4.8561,4.89005,22048.153156,108198.97856,4.90739418372
2012-03-11,4.83316,4.99,4.8111,4.91,42442.9331661,208576.677107,4.91428517183
2012-03-10,4.86113,4.91309,4.753,4.83315,28070.7364769,135426.177915,4.82446116176
2012-03-09,4.93044,4.949,4.821,4.86112,32723.0327221,160227.850704,4.89648536139
2012-03-08,4.93752,5.0,4.7551,4.93016,58089.4026454,283093.814476,4.87341583118
2012-03-07,4.9901,5.05,4.84,4.93752,46167.5649316,227645.858745,4.93086128935
2012-03-06,4.9888,5.07,4.9,4.9901,44532.2667128,221579.344928,4.97570326607
2012-03-05,4.82003,5.05,4.82001,4.98427,65828.1767258,325526.699984,4.94509670744
2012-03-04,4.61439,4.94999,4.612,4.82001,58826.1639544,283142.410826,4.81320541393
2012-03-03,4.705,4.77995,4.51,4.61436,40075.0561491,187646.644572,4.68238007886
2012-03-02,4.9213,4.95,4.51,4.70499,130764.735371,613272.663342,4.68989335392
2012-03-01,4.86,4.98888,4.86,4.9213,44183.6396041,218150.917627,4.93736866363
2012-02-29,4.86798,4.9,4.8,4.86001,26539.2497415,129089.931529,4.86411382336
2012-02-28,4.95,5.0,4.735,4.86798,62691.0753836,305075.074685,4.86632383984
2012-02-27,4.922,4.99,4.89,4.95598,29371.6374122,145288.756296,4.94656645313
2012-02-26,4.77303,5.1,4.77303,4.922,70034.6057242,347092.755801,4.95601784591
2012-02-25,5.02879,5.07,4.65,4.77302,86163.5969071,420213.065465,4.87692111923
2012-02-24,5.01499,5.1,4.825,5.0288,89828.0473311,446896.979449,4.97502720727
2012-02-23,4.455,5.19778,4.42,5.015,164308.466798,792557.083384,4.82359247109
2012-02-22,4.272,4.54,4.27102,4.42474,103836.786071,460671.289465,4.43649410673
2012-02-21,4.37896,4.3975,4.212,4.272,51784.8312596,222970.813589,4.30571671597
2012-02-20,4.36102,4.47,4.29017,4.36146,37299.1328585,162939.764425,4.36845985249
2012-02-19,4.22201,4.52,4.181,4.38669,62365.4125616,271300.428512,4.35017451771
2012-02-18,4.39175,4.49675,4.12,4.22201,70406.1664851,300903.526461,4.2738234658
2012-02-17,4.24185,4.76998,4.2281,4.41,135949.411762,606244.082087,4.45933582375
2012-02-16,4.3052,4.444,3.878,4.2739,166594.516809,697818.369383,4.18872351112
2012-02-15,4.46302,4.88,4.2001,4.3251,161800.56357,741639.35097,4.58366358316
2012-02-14,5.26,5.45126,4.21211,4.46292,297572.016314,1399443.95449,4.70287485975
2012-02-13,5.51468,5.72,5.2,5.26,170210.587744,909500.322682,5.34338277504
2012-02-12,5.63,5.85,5.43,5.51468,81917.1638542,459004.746507,5.6032792752
2012-02-11,5.90665,6.0,5.541,5.6005,69711.2940579,397688.29333,5.70479000146
2012-02-10,5.83,5.985,5.80119,5.9126,39304.9138401,230967.959048,5.87631256455
2012-02-09,5.59998,5.91502,5.5,5.83,89946.1206546,516915.547614,5.74694654813
2012-02-08,5.69,5.8494,5.3,5.59998,237943.118152,1342007.99045,5.64003700072
2012-02-07,5.48299,5.78,5.45,5.69,72748.3582542,408854.235804,5.62011632448
2012-02-06,5.659,5.72,5.45,5.45345,90258.8372267,500693.579023,5.54730810198
2012-02-05,5.87352,5.8848,5.45,5.68881,120336.018909,683010.863097,5.67586387923
2012-02-04,5.96,5.987,5.84,5.87343,20619.6041453,122071.462021,5.92016515741
2012-02-03,6.1,6.1401,5.71872,5.9593,59279.8504364,350818.690436,5.91800903433
2012-02-02,6.0687,6.199,5.823,6.1,54546.2683553,328716.581357,6.02638074553
2012-02-01,5.53423,6.2,5.4678,6.07561,115523.962022,672632.575107,5.82245071357
2012-01-31,5.49096,5.65,5.426,5.48379,48296.6566808,267099.314291,5.53038931983
2012-01-30,5.38,5.6,5.36694,5.49048,42303.1375219,233179.698872,5.51211358145
2012-01-29,5.62572,5.69999,5.32766,5.3809,46430.4533868,254457.173992,5.48039391027
2012-01-28,5.29199,5.76,5.26,5.62667,89708.0223555,499881.489816,5.57231646279
2012-01-27,5.34999,5.51,5.05,5.29199,115567.827081,611581.183015,5.29196748318
2012-01-26,5.8,5.92,5.3,5.34,123954.108048,692624.729575,5.58775130958
2012-01-25,6.28958,6.322,5.502,5.75,133115.246206,782053.65412,5.87501188938
2012-01-24,6.356,6.39397,6.219,6.28978,35663.0772986,224665.591789,6.29966926039
2012-01-23,6.3096,6.389,6.212,6.356,17693.0457157,111630.550128,6.30928964531
2012-01-22,6.18409,6.45485,6.1,6.3097,44890.6520848,282233.758767,6.28713876186
2012-01-21,6.4979,6.548,6.1,6.18,64761.6914292,407116.403961,6.28637694563
2012-01-20,6.352,6.58,6.258,6.48979,66786.4776638,429803.560866,6.43548777987
2012-01-19,5.91998,6.36077,5.87284,6.35979,114820.446905,709705.268892,6.18100075398
2012-01-18,5.5503,6.95,5.09999,5.92,226680.967623,1354753.44378,5.97647635786
2012-01-17,6.67479,6.95,4.64,5.59998,213409.80125,1288538.96697,6.0378621761
2012-01-16,7.00177,7.18888,6.511,6.68254,122666.567826,837413.608428,6.82674687381
2012-01-15,6.74991,7.08,6.74115,7.00177,62233.3274453,429700.855742,6.90467428597
2012-01-14,6.42,6.95039,6.2201,6.75001,141896.32348,935192.511506,6.59067471637
2012-01-13,6.78211,6.804,6.4,6.41,60228.7742474,398312.18254,6.61332041898
2012-01-12,6.9,6.997,6.337,6.79999,140116.524004,944165.935254,6.73843389968
2012-01-11,6.44904,7.138,6.41266,6.9,99442.0698015,677642.837385,6.81444823844
2012-01-10,6.32687,6.89,6.001,6.36,110210.249503,705056.480657,6.39737668537
2012-01-09,7.08362,7.191,5.81,6.3257,148406.848789,960592.312984,6.47269530231
2012-01-08,6.7866,7.2,6.73357,7.11358,57193.5253116,403151.443498,7.04890005121
2012-01-07,6.69683,7.01556,6.38,6.81,48387.5836465,325053.982178,6.71771470451
2012-01-06,6.94758,7.21,6.1261,6.69693,218077.479035,1481327.87546,6.79266782623
2012-01-05,5.57402,7.22,5.57401,6.9476,182328.193876,1130623.29423,6.20103380722
2012-01-04,4.8808,5.7,4.751,5.57383,131170.856663,688717.856619,5.25054020489
2012-01-03,5.21588,5.29,4.65,4.8808,125170.253872,619170.541604,4.94662687382
2012-01-02,5.26346,5.47,4.8,5.21678,69150.9319632,360357.284302,5.2111703208
2012-01-01,4.70785,5.4999,4.615,5.26766,108509.229901,553045.139811,5.09675665669
2011-12-31,4.2481,4.995,4.2,4.72202,129730.723416,596240.411568,4.59598463546
2011-12-30,4.166,4.3,4.06334,4.248,41068.5950454,172118.957406,4.1910115799
2011-12-29,4.2,4.33,4.116,4.166,53069.2867729,223710.009114,4.21543274306
2011-12-28,4.07,4.25,3.99,4.18552,33837.2247901,140029.633438,4.13833091534
2011-12-27,4.018,4.0998,3.962,4.06997,30159.4577959,121501.165085,4.02862564399
2011-12-26,4.225,4.31259,3.81,4.018,88825.7471035,358539.926606,4.03644144066
2011-12-25,3.94,4.3897,3.7807,4.225,80800.4359857,334511.376231,4.13996994137
2011-12-24,3.94678,3.969,3.855,3.94,14933.5941718,58567.8698114,3.92188706468
2011-12-23,3.89009,3.95,3.815,3.94678,20496.5424303,80030.5400972,3.90458734049
2011-12-22,3.8753,3.99199,3.509,3.8901,57206.3180847,216558.946457,3.78557742759
2011-12-21,3.92,4.04,3.81,3.89,48793.6913975,191659.234177,3.92795110777
2011-12-20,3.5202,4.5,3.483,3.95,186409.945325,739231.721959,3.96562383338
2011-12-19,3.193,3.70036,3.18933,3.5202,139986.967264,476965.511063,3.40721368844
2011-12-18,3.18191,3.2189,3.1751,3.193,10793.7222536,34542.5941007,3.20024856014
2011-12-17,3.2,3.2299,3.15526,3.2001,16479.9573619,52586.1682917,3.19091652587
2011-12-16,3.1959,3.22,3.15,3.2,29868.6315592,95114.7151057,3.18443497879
2011-12-15,3.13921,3.21445,3.11001,3.2,30094.2281757,95417.4140006,3.17062173662
2011-12-14,3.229,3.24805,2.99401,3.15,72477.6863362,225975.04776,3.11785680785
2011-12-13,3.17321,3.25,3.141,3.2499,32658.5429894,104930.815363,3.21296683066
2011-12-12,3.25001,3.2901,3.08414,3.135,39899.9964369,126940.323885,3.18146203562
2011-12-11,3.06,3.38,2.99,3.2511,108223.269027,346453.23136,3.20128226097
2011-12-10,2.96999,3.1332,2.93471,3.05,74305.7225409,225642.568083,3.03667820415
2011-12-09,2.98,3.039,2.93471,2.96999,34385.4354992,102810.854937,2.98995354993
2011-12-08,2.98996,3.00634,2.88421,2.98,39933.6869697,117824.449738,2.95050266275
2011-12-07,3.027,3.082,2.93241,2.99001,58122.1893089,174201.540009,2.99716067273
2011-12-06,2.88,3.05,2.8701,3.03,55599.9813489,165517.785933,2.97693959454
2011-12-05,2.82806,2.93,2.7807,2.8798,30884.9823052,88678.3752402,2.87124578424
2011-12-04,2.792,2.89998,2.61,2.82809,95222.4688812,261745.727392,2.74878114869
2011-12-03,3.11228,3.125,2.75,2.794,123022.089012,360981.805841,2.93428447477
2011-12-02,3.058,3.138,3.03498,3.1151,57494.9023996,178018.002549,3.09623975552
2011-12-01,2.99,3.14,2.92894,3.06,63864.0882188,195016.146643,3.05361200766
2011-11-30,2.75009,3.09,2.73225,2.9701,120145.340389,349861.485994,2.91198547411
2011-11-29,2.54998,2.981,2.54028,2.75019,180531.078858,503908.526598,2.79125638524
2011-11-28,2.47991,2.55,2.44,2.55,41261.7410211,103409.126584,2.50617458268
2011-11-27,2.4701,2.49,2.42331,2.47991,22727.0631835,55832.7726104,2.45666464512
2011-11-26,2.46606,2.53125,2.41041,2.47003,36118.5290512,89621.8708041,2.48132670844
2011-11-25,2.439,2.52779,2.374,2.50612,44404.6996234,109592.185395,2.46803122922
2011-11-24,2.33209,2.56,2.30526,2.4321,87264.6014637,211558.581615,2.42433447316
2011-11-23,2.32889,2.38,2.27,2.33209,39998.1928848,92955.4600347,2.32399149388
2011-11-22,2.28797,2.35,2.25,2.3289,34208.3735061,78934.4928658,2.30746114988
2011-11-21,2.2,2.31125,2.17,2.294,41727.0820363,93197.4418325,2.23350009836
2011-11-20,2.1994,2.499,2.15,2.2,79731.0429735,182015.989841,2.28287481328
2011-11-19,2.05069,2.26,1.99998,2.19585,78301.1557857,169806.111819,2.16862842081
2011-11-18,2.25938,2.38998,2.0,2.04999,98135.5899761,210125.463543,2.14117491518
2011-11-17,2.56,2.58852,1.994,2.25,117276.749291,261039.940432,2.22584563446
2011-11-16,2.33,2.60031,2.301,2.56035,44208.8458515,108654.690734,2.45775904441
2011-11-15,2.2199,2.49,2.11,2.32896,76420.8813808,175520.975235,2.29676721942
2011-11-14,2.99573,2.99573,2.09995,2.22,382186.831564,957693.92826,2.50582659884
2011-11-13,3.03097,3.04998,2.951,2.99686,9624.99632929,28888.0301203,3.00135492337
2011-11-12,3.08001,3.11,3.01,3.03099,20383.2570237,62326.0549873,3.05770833949
2011-11-11,2.8401,3.10998,2.823,3.08001,44853.1748068,133312.045752,2.97218750571
2011-11-10,2.95001,2.969,2.80011,2.83993,33928.7628307,97395.4899503,2.8705877204
2011-11-09,3.071,3.11,2.88655,2.95001,52195.10615,156655.472149,3.0013440666
2011-11-08,3.00677,3.21,3.00579,3.03501,60336.6703801,186440.209349,3.0899983074
2011-11-07,2.95913,3.03248,2.95,3.00677,23992.2292871,71961.1036962,2.99935044948
2011-11-06,2.97002,2.9999,2.92,2.95959,17232.2691697,51037.0889135,2.96171609269
2011-11-05,3.109,3.14999,2.85,2.97002,52964.4751981,159571.84586,3.01280896796
2011-11-04,3.1696,3.21,3.01111,3.109,39513.128453,123573.788069,3.12741088613
2011-11-03,3.2524,3.28,3.1,3.152,24520.6504175,78756.9206518,3.21186099515
2011-11-02,3.15009,3.44,3.141,3.25429,32311.0506703,104522.193642,3.2348744926
2011-11-01,3.25617,3.35,3.07001,3.15,37893.4724479,120727.902337,3.18598150389
2011-10-31,3.275,3.31589,3.066,3.24801,30980.5249082,98715.5952951,3.18637581473
2011-10-30,3.58103,3.65026,3.2,3.27,50686.7267355,171427.934274,3.38210701924
2011-10-29,3.18431,3.82717,3.14,3.58113,79542.8955779,281957.989625,3.5447287602
2011-10-28,3.04001,3.255,2.90501,3.18999,52365.1901171,162799.022931,3.10891686953
2011-10-27,2.773,3.09,2.7311,3.04001,58696.0958053,171312.369173,2.918633119
2011-10-26,2.77,2.8485,2.6502,2.77302,29400.7368759,80877.0956852,2.75085267511
2011-10-25,2.523,3.04,2.44034,2.77,101412.114797,278159.066377,2.74285835507
2011-10-24,3.127,3.1948,2.481,2.545,92232.4269048,258830.283592,2.8062829124
2011-10-23,3.12002,3.2,2.95,3.17,37044.2910482,114141.143278,3.08120738847
2011-10-22,2.57562,3.3,2.5515,3.1588,120163.909797,361119.440252,3.00522378859
2011-10-21,2.35,2.72002,2.32699,2.57,72971.108887,185287.389279,2.53918834597
2011-10-20,2.25031,2.39082,2.22,2.34801,48859.4790627,113046.14355,2.31369932136
2011-10-19,2.41901,2.536,2.0401,2.27,101864.85358,232324.75357,2.28071553049
2011-10-18,2.54127,2.9,2.31,2.41901,87859.0917038,229826.441668,2.61585269335
2011-10-17,3.55711,3.74,2.26,2.55998,207426.663564,591902.274181,2.85354960645
2011-10-16,3.84214,3.8975,3.4,3.55701,36200.8848034,131714.027551,3.6384201178
2011-10-15,3.9873,4.05,3.70888,3.84214,42092.4153542,163851.32429,3.89265673901
2011-10-14,4.05644,4.11455,3.9481,3.98791,20054.5519004,80464.1411207,4.01226322683
2011-10-13,4.16,4.2,4.002,4.04615,19706.1667545,80377.2961417,4.07878899753
2011-10-12,3.92982,4.45,3.901,4.15,69399.527388,282490.41199,4.07049475151
2011-10-11,4.06084,4.10001,3.84962,3.9308,41104.077169,162268.540852,3.94774805878
2011-10-10,4.1,4.2,4.0104,4.1,16858.2441925,69188.5348601,4.10413647294
2011-10-09,4.00757,4.389,4.00757,4.10288,37920.0622469,158762.148696,4.186758652
2011-10-08,4.30281,4.3399,3.825,4.00753,39611.9430917,159656.310094,4.03050942802
2011-10-07,4.74688,4.7958,3.7819,4.2728,97547.3526822,418394.503929,4.28914257973
2011-10-06,4.87002,4.9,4.4989,4.73443,54773.4925725,256723.570149,4.68700384241
2011-10-05,4.96,5.025,4.8312,4.87,17586.4630982,86107.5602527,4.89624091961
2011-10-04,5.02401,5.025,4.9193,4.96,15793.4448358,78377.7790421,4.9626778614
2011-10-03,5.02701,5.0399,4.88889,5.02401,17289.250361,85880.8934772,4.9673000092
2011-10-02,5.03241,5.1,4.91,5.02701,10457.3102715,52128.1268902,4.98485036177
2011-10-01,5.16699,5.24919,4.86125,5.03241,23460.7401922,118531.630574,5.05233976435
2011-09-30,4.7567,5.35,4.743,5.14009,41459.0694551,208038.786801,5.01793189126
2011-09-29,4.77985,4.8,4.6742,4.77935,14092.8851612,66817.4268381,4.74121700942
2011-09-28,4.91563,4.969,4.625,4.77247,30625.2066453,146110.794423,4.77093252349
2011-09-27,4.86969,5.13018,4.781,4.9156,24645.3664022,121363.659001,4.92440067722
2011-09-26,5.32999,5.4,4.721,4.86969,56072.3910643,277987.407885,4.95765211021
2011-09-25,5.44406,5.49,5.32199,5.33,9487.26362478,51288.0882161,5.40599378752
2011-09-24,5.54514,5.641,5.3201,5.46829,17944.2335052,97847.5284317,5.45286754117
2011-09-23,5.43,5.70653,5.4145,5.54514,55667.983788,312415.089428,5.61211432802
2011-09-22,5.64335,5.83001,5.29,5.42781,31651.0017956,175258.58453,5.53722076988
2011-09-21,6.11191,6.28664,5.06,5.6114,68164.473202,383918.846342,5.63224254964
2011-09-20,5.46203,6.795,5.4511,6.11191,116750.983909,713430.507152,6.1107023107
2011-09-19,5.2021,5.64399,4.9,5.46001,49836.7933453,263597.81048,5.28922093068
2011-09-18,4.7604,5.6,4.72134,5.2,44623.9013013,229468.542643,5.14227882259
2011-09-17,4.82,4.93,4.7,4.77,20303.0791896,97582.4738178,4.80628937644
2011-09-16,4.84,4.99,4.61,4.82,31651.0877882,152408.868562,4.81528058631
2011-09-15,5.61932,5.61932,4.44,4.84,86220.9206922,429502.826893,4.98142241401
2011-09-14,5.8199,5.84731,5.32488,5.61932,43768.2614352,243197.972827,5.55649150439
2011-09-13,6.05,6.085,5.7,5.8,23759.2767603,138683.871463,5.83704095296
2011-09-12,5.94,6.58212,5.4121,6.078,63864.0378318,385739.547061,6.04001187769
2011-09-11,4.7739,7.4,4.6,5.86435,143792.579322,873010.63756,6.07131912978
2011-09-10,5.019,5.49,4.63,4.7739,44484.5270057,223562.813237,5.02563089428
2011-09-09,6.5299,6.57686,4.18,5.03,217433.29036,1154613.99052,5.31019876766
2011-09-08,7.19786,7.19786,6.51235,6.53,31886.3315653,216888.78812,6.80193604824
2011-09-07,6.8628,7.59916,6.53001,7.1864,49642.1025069,348836.440176,7.02702791704
2011-09-06,7.61101,7.65713,6.122,6.8628,82496.0465707,555289.162529,6.73110028434
2011-09-05,8.12796,8.19142,7.25,7.61101,30798.7543339,234672.804477,7.61955506162
2011-09-04,8.4632,8.49,7.85,8.17798,19673.4857981,160817.863775,8.17434517834
2011-09-03,8.6,8.69,8.36307,8.48,6944.98677552,59247.4656064,8.53096881556
2011-09-02,8.25,8.7138,8.23,8.64,16814.5489286,141975.275144,8.4435970151
2011-09-01,8.19951,8.35994,8.1,8.21,11903.5296944,97874.3262248,8.22229445701
2011-08-31,8.79,8.79,8.01001,8.19951,19648.2409664,164091.754808,8.35147304478
2011-08-30,8.969,9.0,8.55,8.79134,11773.8239637,103338.651933,8.77698292847
2011-08-29,9.07021,9.27027,8.65,8.969,21651.2824506,193411.573919,8.93303084287
2011-08-28,8.5911,9.4811,8.44758,9.07011,24155.2817632,216706.80187,8.97140443212
2011-08-27,8.17939,9.11,8.12082,8.5902,21998.7937321,189777.373549,8.62671725823
2011-08-26,9.65702,9.889,7.642,8.17939,83004.3652669,718309.625316,8.65387769675
2011-08-25,10.8506,10.891,9.1,9.65702,55485.3923042,555232.041908,10.0068147462
2011-08-24,10.94001,11.083,10.8309,10.8506,7815.83320439,85516.1664108,10.94140115
2011-08-23,10.909,11.3,10.809,10.94001,12779.5087697,141019.10947,11.0347832621
2011-08-22,11.31125,11.501,10.51,10.895,36996.1435276,407895.128731,11.0253418286
2011-08-21,11.453,11.51,11.31,11.31125,8720.34956776,99220.9754919,11.3780961097
2011-08-20,11.65638,11.69001,11.4,11.453,9915.00203042,113880.292539,11.4856549892
2011-08-19,10.83001,11.81,10.83001,11.65,33721.049655,384289.874357,11.3961421216
2011-08-18,10.97792,11.04999,10.81,10.83001,8210.37770942,89515.2759826,10.9026988953
2011-08-17,10.92339,11.1,10.661,10.94555,22898.6898325,249104.675708,10.878555827
2011-08-16,11.1548,11.32,10.8109,10.96409,15325.4363132,169357.887064,11.0507709929
2011-08-15,10.7921,11.89,10.72151,11.14979,38155.5426874,431203.739935,11.3012084107
2011-08-14,10.1302,11.24,9.62,10.7957,44125.4999101,468353.91247,10.614132722
2011-08-13,9.47024,10.25041,9.28,10.131,29759.7583356,291543.083266,9.79655412447
2011-08-12,9.46268,9.8,8.91,9.46051,41592.120063,387476.177523,9.31609585989
2011-08-11,10.08821,10.4959,8.45099,9.46248,58114.564119,550577.884257,9.47400866898
